ts,v_sec,i_sec,p_sec,t_core,v_prim_rms,i_prim_rms,pf_prim,freq,status
1761727786.0789678,19.826,9.854,195.38,50.39,219.6,0.961,0.926,49.99,OK
1761727786.1810706,19.864,9.85,195.66,50.39,219.79,0.927,0.96,50.03,OK
1761727786.2828922,19.842,9.848,195.41,50.39,219.96,0.965,0.921,50.01,OK
1761727786.3846905,19.827,9.874,195.77,50.39,220.37,0.921,0.964,50.02,OK
1761727786.4865727,19.849,10.021,198.91,50.39,220.27,0.923,0.979,49.99,OK
1761727786.588235,19.823,9.997,198.17,50.39,220.34,0.923,0.974,50.02,OK
1761727786.689252,19.853,9.955,197.64,50.39,220.07,0.922,0.974,50.02,OK
1761727786.790367,19.884,9.897,196.79,50.39,220.28,0.963,0.927,50.02,OK
1761727786.8920612,19.796,10.032,198.6,50.39,219.71,0.937,0.965,50.01,OK
1761727786.9935734,19.84,9.916,196.72,50.39,220.19,0.935,0.956,49.98,OK
1761727787.0952494,19.807,9.992,197.91,50.39,220.16,0.923,0.974,49.97,OK
1761727787.1966264,19.809,9.9,196.11,50.39,220.06,0.929,0.96,50.04,OK
1761727787.2983122,19.868,9.917,197.04,50.39,220.17,0.953,0.939,50.02,OK
1761727787.3998716,19.832,9.946,197.24,50.39,220.09,0.969,0.925,49.97,OK
1761727787.501306,19.826,9.897,196.22,50.39,220.16,0.964,0.925,50.04,OK
1761727787.6033204,19.844,10.049,199.41,50.39,219.93,0.974,0.931,50.05,OK
1761727787.7050116,19.848,9.964,197.76,50.39,219.96,0.938,0.958,50.04,OK
1761727787.8066497,19.881,10.0,198.82,50.39,219.97,0.936,0.966,49.95,OK
1761727787.907648,19.797,10.067,199.3,50.39,219.95,0.93,0.974,49.97,OK
1761727788.0091867,19.886,10.09,200.65,50.39,220.25,0.968,0.941,50.01,OK
1761727788.1105466,19.822,10.124,200.67,50.39,219.99,0.937,0.973,49.99,OK
1761727788.2119777,19.846,10.121,200.87,50.39,220.2,0.945,0.966,49.95,OK
1761727788.313802,19.889,10.107,201.03,50.39,219.86,0.969,0.944,49.97,OK
1761727788.4150467,19.888,10.109,201.05,50.39,219.9,0.971,0.941,49.97,OK
1761727788.5165462,19.856,10.138,201.31,50.39,219.93,0.976,0.937,49.97,OK
1761727788.6186256,19.828,9.965,197.58,50.39,220.06,0.926,0.969,50.01,OK
1761727788.7206771,19.864,10.093,200.5,50.39,220.19,0.988,0.922,50.02,OK
1761727788.8228633,19.798,10.056,199.09,50.39,219.65,0.928,0.977,50.03,OK
1761727788.9247055,19.851,10.026,199.04,50.39,220.11,0.957,0.945,50.02,OK
1761727789.026144,19.8,10.141,200.79,50.39,220.34,0.933,0.976,50.03,OK
1761727789.1281693,19.867,9.992,198.5,50.39,219.86,0.973,0.928,50.03,OK
1761727789.2301927,19.806,10.153,201.09,50.39,219.69,0.976,0.938,49.99,OK
1761727789.3317156,19.85,10.01,198.69,50.39,220.12,0.957,0.943,50.03,OK
1761727789.4334521,19.818,10.181,201.76,50.39,220.18,0.989,0.927,50.01,OK
1761727789.535329,19.841,10.075,199.89,50.39,220.22,0.977,0.929,50.01,OK
1761727789.6372647,19.804,10.089,199.79,50.39,220.02,0.964,0.942,50.03,OK
1761727789.7391016,19.837,10.223,202.79,50.39,219.73,0.966,0.956,50.0,OK
1761727789.8415804,19.822,10.066,199.54,50.39,219.9,0.964,0.941,50.02,OK
1761727789.9434063,19.884,10.055,199.93,50.39,219.98,0.943,0.963,50.0,OK
1761727790.0457735,19.868,10.225,203.15,50.39,219.97,0.959,0.963,49.97,OK
1761727790.1482816,19.872,10.154,201.77,50.39,220.01,0.97,0.945,50.01,OK
1761727790.2501593,19.857,10.215,202.85,50.39,220.13,0.994,0.927,50.01,OK
1761727790.3519135,19.873,10.208,202.87,50.39,220.12,0.987,0.933,49.95,OK
1761727790.453516,19.798,10.229,202.51,50.39,220.1,0.989,0.93,49.99,OK
1761727790.5549893,19.832,10.228,202.84,50.39,220.38,0.973,0.946,49.97,OK
1761727790.6567225,19.835,10.196,202.25,50.39,220.03,0.942,0.976,49.97,OK
1761727790.7583504,19.877,10.181,202.36,50.39,220.37,0.967,0.949,50.02,OK
1761727790.8595917,19.808,10.308,204.17,50.39,220.26,0.95,0.975,50.05,OK
1761727790.961247,19.815,10.245,203.01,50.39,220.15,0.999,0.923,50.05,OK
1761727791.0627363,19.89,10.22,203.27,50.39,220.21,0.951,0.97,50.04,OK
1761727791.1644468,19.821,10.304,204.24,50.39,220.16,0.985,0.941,50.02,OK
1761727791.26652,19.804,10.219,202.38,50.39,219.84,0.956,0.963,50.02,OK
1761727791.3680449,19.809,10.182,201.68,50.39,220.16,0.986,0.929,50.0,OK
1761727791.4696503,19.854,10.199,202.49,50.39,219.95,0.986,0.934,50.01,OK
1761727791.5713,19.862,10.167,201.94,50.39,219.84,0.977,0.941,49.97,OK
1761727791.672321,19.832,10.185,201.99,50.39,219.71,0.993,0.926,50.01,OK
1761727791.7739062,19.886,10.215,203.14,50.39,220.22,0.973,0.948,49.98,OK
1761727791.8752193,19.866,10.316,204.94,50.39,220.04,0.961,0.969,49.96,OK
1761727791.9767237,19.873,10.313,204.95,50.39,219.89,0.999,0.933,50.01,OK
1761727792.0782444,19.838,10.315,204.63,50.39,219.77,0.966,0.964,49.99,OK
1761727792.1804674,19.869,10.201,202.68,50.39,220.31,0.993,0.926,50.01,OK
1761727792.2821012,19.876,10.147,201.69,50.39,220.2,0.964,0.95,50.03,OK
1761727792.3843112,19.88,10.175,202.27,50.39,220.32,0.948,0.968,49.98,OK
1761727792.4856558,19.807,10.367,205.35,50.39,219.78,0.977,0.957,50.02,OK
1761727792.5871484,19.852,10.261,203.69,50.39,219.73,0.991,0.935,50.04,OK
1761727792.689712,19.844,10.338,205.14,50.39,220.11,0.999,0.932,49.97,OK
1761727792.79168,19.887,10.197,202.79,50.39,220.33,0.977,0.942,50.0,OK
1761727792.8933587,19.799,10.239,202.71,50.39,220.05,0.995,0.926,50.01,OK
1761727792.995188,19.839,10.25,203.34,50.39,220.31,0.959,0.962,49.97,OK
1761727793.097087,19.818,10.385,205.81,50.39,220.27,0.957,0.977,50.03,OK
1761727793.1988633,19.854,10.218,202.86,50.39,220.12,1.0,0.922,50.04,OK
1761727793.3008797,19.855,10.225,203.01,50.39,219.63,0.957,0.966,49.96,OK
1761727793.4026387,19.846,10.179,202.02,50.39,219.74,0.967,0.951,49.96,OK
1761727793.5046895,19.828,10.244,203.12,50.39,220.35,0.956,0.965,50.0,OK
1761727793.6067715,19.816,10.232,202.74,50.39,219.96,0.968,0.953,49.97,OK
1761727793.7084527,19.851,10.249,203.46,50.39,219.71,0.998,0.928,50.03,OK
1761727793.8104813,19.872,10.312,204.92,50.39,219.71,0.987,0.945,50.01,OK
1761727793.9120617,19.866,10.289,204.41,50.39,219.64,1.008,0.923,50.03,OK
1761727794.0142415,19.812,10.242,202.9,50.39,220.23,0.977,0.943,49.98,OK
1761727794.115667,19.884,10.356,205.93,50.39,219.69,0.972,0.965,50.01,OK
1761727794.2177587,19.807,10.389,205.78,50.39,220.04,0.992,0.943,50.01,OK
1761727794.319321,19.807,10.27,203.42,50.39,219.8,0.972,0.952,50.0,OK
1761727794.4208965,19.805,10.283,203.65,50.39,220.06,0.976,0.949,49.98,OK
1761727794.5224144,19.814,10.379,205.64,50.39,220.01,1.002,0.932,50.01,OK
1761727794.6239047,19.855,10.191,202.34,50.39,220.2,0.999,0.92,50.0,OK
1761727794.7258277,19.829,10.352,205.26,50.39,220.4,0.97,0.96,50.01,OK
1761727794.8277311,19.849,10.359,205.62,50.39,220.09,0.993,0.941,50.04,OK
1761727794.9297397,19.869,10.211,202.89,50.39,219.87,0.958,0.963,50.0,OK
1761727795.0311577,19.807,10.373,205.45,50.39,219.87,1.001,0.934,50.05,OK
1761727795.1334147,19.809,10.235,202.75,50.39,220.36,0.999,0.921,50.03,OK
1761727795.2353823,19.875,10.184,202.4,50.39,219.61,0.952,0.968,49.98,OK
1761727795.3370783,19.817,10.219,202.52,50.39,219.94,0.959,0.96,50.03,OK
1761727795.4389765,19.87,10.23,203.27,50.39,219.73,0.951,0.973,50.05,OK
1761727795.5407836,19.84,10.238,203.13,50.39,219.85,0.961,0.962,50.02,OK
1761727795.642688,19.887,10.179,202.43,50.39,220.08,0.977,0.941,50.04,OK
1761727795.7448766,19.827,10.242,203.07,50.39,220.01,0.971,0.951,49.97,OK
1761727795.8463662,19.889,10.168,202.23,50.39,219.99,0.957,0.961,49.95,OK
1761727795.947829,19.873,10.249,203.68,50.39,219.79,0.954,0.972,49.96,OK
1761727796.049248,19.858,10.239,203.33,50.39,219.83,0.953,0.971,50.04,OK
1761727796.1508706,19.862,10.253,203.63,50.39,220.08,1.005,0.921,49.97,OK
1761727796.2527964,19.838,10.209,202.52,50.39,220.23,0.952,0.966,50.04,OK
1761727796.3552763,19.846,10.242,203.26,50.39,219.65,0.988,0.937,49.97,OK
1761727796.4573655,19.795,10.259,203.07,50.39,219.81,0.994,0.929,50.0,OK
1761727796.5598478,19.827,10.275,203.72,50.39,220.01,0.998,0.928,49.99,OK
1761727796.6616437,19.853,10.192,202.34,50.39,220.32,0.944,0.973,49.97,OK
1761727796.7637677,19.801,10.206,202.08,50.39,220.22,0.996,0.921,49.96,OK
1761727796.8665109,19.802,10.21,202.17,50.39,219.61,0.997,0.923,50.03,OK
1761727796.9688764,19.868,10.09,200.46,50.39,220.11,0.964,0.945,49.98,OK
1761727797.0705967,19.81,10.258,203.22,50.39,219.8,0.972,0.951,49.99,OK
1761727797.1722221,19.876,10.076,200.27,50.39,220.36,0.929,0.979,50.03,OK
1761727797.274278,19.819,10.103,200.24,50.39,220.05,0.97,0.938,50.03,OK
1761727797.3760574,19.828,10.249,203.21,50.39,220.09,0.962,0.959,50.01,OK
1761727797.4776418,19.877,10.081,200.38,50.39,219.76,0.935,0.975,50.04,OK
1761727797.5791693,19.809,10.128,200.63,50.39,219.94,0.938,0.973,50.05,OK
1761727797.6813645,19.794,10.231,202.52,50.39,220.29,0.999,0.92,50.03,OK
1761727797.782879,19.803,10.156,201.12,50.39,219.88,0.963,0.95,49.98,OK
1761727797.8848577,19.845,10.141,201.25,50.39,219.84,0.954,0.96,49.95,OK
1761727797.98645,19.823,10.049,199.21,50.39,219.72,0.932,0.972,50.03,OK
1761727798.0878386,19.889,10.127,201.42,50.39,220.34,0.956,0.956,49.96,OK
1761727798.1894574,19.879,10.023,199.25,50.39,219.89,0.927,0.978,50.04,OK
1761727798.2912285,19.822,10.144,201.06,50.39,220.16,0.942,0.969,50.04,OK
1761727798.3933432,19.883,10.142,201.65,50.39,219.96,0.955,0.96,49.95,OK
1761727798.4950173,19.835,10.03,198.95,50.39,220.09,0.963,0.938,50.01,OK
1761727798.5964048,19.874,10.092,200.56,50.39,220.18,0.952,0.957,50.04,OK
1761727798.698013,19.838,9.999,198.36,50.39,219.79,0.974,0.927,50.03,OK
1761727798.7999935,19.859,10.043,199.45,50.39,220.1,0.984,0.921,50.03,OK
1761727798.90158,19.889,10.004,198.97,50.39,220.3,0.937,0.964,50.02,OK
1761727799.0032356,19.791,9.965,197.22,50.39,220.16,0.971,0.922,49.96,OK
1761727799.104865,19.856,10.076,200.06,50.39,219.98,0.988,0.921,49.96,OK
1761727799.2067492,19.794,10.126,200.43,50.39,220.3,0.928,0.98,50.02,OK
1761727799.308576,19.823,10.003,198.29,50.39,220.13,0.948,0.95,49.98,OK
1761727799.410302,19.809,10.032,198.71,50.39,219.61,0.966,0.937,50.02,OK
1761727799.512181,19.802,9.948,197.0,50.39,220.14,0.914,0.979,50.0,OK
1761727799.6144092,19.837,9.956,197.49,50.39,220.18,0.937,0.958,50.01,OK
1761727799.7163944,19.85,10.031,199.12,50.39,219.71,0.931,0.974,50.0,OK
1761727799.818593,19.886,9.924,197.34,50.39,220.08,0.919,0.976,50.05,OK
1761727799.9212315,19.805,9.919,196.44,50.39,219.85,0.948,0.943,50.03,OK
1761727800.023251,19.795,10.085,199.63,50.39,220.17,0.968,0.937,49.95,OK
1761727800.1288798,19.814,9.897,196.1,50.39,220.23,0.941,0.946,49.97,OK
1761727800.230904,19.861,9.972,198.05,50.39,219.91,0.95,0.948,50.0,OK
1761727800.3328378,19.815,9.94,196.96,50.39,219.64,0.934,0.96,50.01,OK
1761727800.4345796,19.825,9.898,196.23,50.39,219.97,0.921,0.968,49.98,OK
1761727800.5369492,19.841,9.949,197.4,50.39,219.8,0.944,0.951,49.99,OK
1761727800.6401834,19.886,9.845,195.78,50.39,220.06,0.958,0.929,50.05,OK
1761727800.7421622,19.834,9.942,197.2,50.39,219.77,0.974,0.922,49.96,OK
1761727800.8447971,19.884,9.891,196.67,50.39,219.69,0.959,0.933,50.02,OK
1761727800.9472017,19.861,10.005,198.71,50.39,220.12,0.95,0.95,50.02,OK
1761727801.048977,19.865,9.88,196.26,50.39,219.74,0.934,0.956,50.0,OK
1761727801.1513908,19.817,9.963,197.45,50.39,220.01,0.924,0.971,49.97,OK
1761727801.2534754,19.84,9.967,197.75,50.39,219.89,0.962,0.935,50.0,OK
1761727801.355614,19.836,9.947,197.3,50.39,219.87,0.937,0.957,50.0,OK
1761727801.457532,19.831,10.002,198.36,50.39,220.11,0.934,0.964,50.03,OK
1761727801.5590339,19.82,9.846,195.14,50.39,220.35,0.91,0.973,50.05,OK
1761727801.661546,19.793,9.872,195.39,50.39,219.76,0.924,0.962,50.01,OK
1761727801.7645595,19.879,9.873,196.26,50.39,219.66,0.944,0.946,49.98,OK
1761727801.8663056,19.845,9.799,194.46,50.39,220.23,0.915,0.965,50.0,OK
1761727801.9684007,19.869,9.88,196.31,50.39,219.88,0.952,0.938,50.01,OK
1761727802.074088,19.827,9.933,196.94,50.39,219.69,0.95,0.944,49.99,OK
1761727802.1759174,19.867,9.944,197.57,50.39,220.37,0.919,0.976,50.02,OK
1761727802.2781653,19.855,9.902,196.6,50.39,220.15,0.946,0.944,49.99,OK
1761727802.3799934,19.878,9.939,197.56,50.39,219.67,0.943,0.954,49.95,OK
1761727802.482432,19.862,9.96,197.82,50.39,220.16,0.967,0.929,50.0,OK
1761727802.58406,19.84,9.822,194.86,50.39,220.39,0.937,0.943,49.95,OK
1761727802.686206,19.84,9.97,197.79,50.39,219.99,0.957,0.94,50.04,OK
1761727802.7880092,19.842,9.877,195.97,50.39,220.16,0.952,0.935,50.03,OK
1761727802.8906105,19.859,9.866,195.94,50.39,220.01,0.967,0.921,50.0,OK
1761727802.9923792,19.838,9.801,194.43,50.39,220.28,0.931,0.948,49.98,OK
1761727803.095318,19.848,9.895,196.4,50.39,220.1,0.92,0.97,50.02,OK
1761727803.19691,19.874,9.891,196.59,50.39,220.3,0.931,0.959,50.01,OK
1761727803.29871,19.853,9.825,195.06,50.39,219.66,0.943,0.941,49.95,OK
1761727803.4003813,19.827,9.96,197.48,50.39,220.1,0.934,0.96,49.97,OK
1761727803.5019124,19.827,9.984,197.95,50.39,219.82,0.923,0.976,50.02,OK
1761727803.6036747,19.791,9.919,196.32,50.39,220.32,0.968,0.92,50.01,OK
1761727803.7057676,19.831,9.827,194.88,50.39,220.14,0.948,0.934,50.04,OK
1761727803.8081186,19.795,9.873,195.44,50.39,219.66,0.941,0.946,49.98,OK
1761727803.9102943,19.882,9.93,197.43,50.39,219.99,0.952,0.942,50.03,OK
1761727804.0122974,19.863,9.832,195.28,50.39,220.28,0.944,0.939,49.98,OK
1761727804.1143684,19.82,9.807,194.38,50.39,219.97,0.958,0.923,50.05,OK
1761727804.216761,19.806,9.964,197.35,50.39,219.63,0.953,0.943,50.04,OK
1761727804.3184855,19.861,9.86,195.83,50.39,220.36,0.958,0.928,49.97,OK
1761727804.420254,19.869,9.979,198.28,50.39,219.93,0.93,0.97,50.05,OK
1761727804.5216968,19.888,9.846,195.82,50.39,219.65,0.943,0.946,49.96,OK
1761727804.6230683,19.815,9.904,196.24,50.39,219.66,0.942,0.949,49.97,OK
1761727804.7255993,19.823,9.84,195.06,50.39,220.22,0.911,0.972,50.04,OK
1761727804.8274045,19.833,9.839,195.13,50.39,219.97,0.918,0.967,49.97,OK
1761727804.929568,19.859,10.004,198.67,50.39,219.67,0.931,0.971,50.02,OK
1761727805.0339978,19.867,9.913,196.94,50.39,219.71,0.935,0.958,50.0,OK
1761727805.1364665,19.883,9.928,197.4,50.39,220.09,0.974,0.921,50.03,OK
1761727805.2378545,19.861,9.876,196.16,50.39,220.08,0.92,0.969,50.04,OK
1761727805.339617,19.874,9.97,198.15,50.39,220.14,0.959,0.939,49.97,OK
1761727805.4408557,19.803,9.869,195.44,50.39,220.31,0.942,0.941,49.98,OK
1761727805.543286,19.804,9.994,197.91,50.39,219.67,0.936,0.962,50.01,OK
1761727805.6450634,19.848,9.86,195.7,50.39,219.99,0.935,0.952,49.96,OK
1761727805.7464397,19.846,9.885,196.18,50.39,220.05,0.952,0.936,50.05,OK
1761727805.848557,19.875,9.988,198.51,50.39,220.37,0.936,0.962,50.04,OK
1761727805.9504256,19.796,9.946,196.9,50.39,219.85,0.973,0.92,49.95,OK
1761727806.0517476,19.887,9.858,196.04,50.39,220.2,0.943,0.944,50.05,OK
1761727806.1541748,19.835,10.019,198.73,50.39,219.87,0.934,0.968,49.99,OK
1761727806.2564354,19.855,9.965,197.85,50.39,220.39,0.92,0.976,50.0,OK
1761727806.3583732,19.801,9.932,196.66,50.39,219.98,0.94,0.952,49.99,OK
1761727806.4604712,19.82,10.022,198.63,50.39,220.0,0.953,0.947,50.05,OK
1761727806.561956,19.797,10.037,198.7,50.39,219.95,0.942,0.959,49.96,OK
1761727806.6637414,19.833,10.035,199.03,50.39,220.19,0.944,0.957,49.97,OK
1761727806.765384,19.84,9.914,196.69,50.39,220.07,0.959,0.932,50.05,OK
1761727806.867507,19.79,10.046,198.82,50.39,219.97,0.945,0.956,49.97,OK
1761727806.9697032,19.811,10.006,198.23,50.39,219.61,0.964,0.936,50.03,OK
1761727807.072584,19.79,10.05,198.88,50.39,219.86,0.977,0.926,50.02,OK
1761727807.174633,19.813,10.089,199.9,50.39,219.84,0.956,0.951,50.04,OK
1761727807.276471,19.819,10.039,198.96,50.39,220.31,0.937,0.963,50.05,OK
1761727807.3780973,19.871,10.04,199.51,50.39,220.2,0.946,0.958,50.05,OK
1761727807.480735,19.887,10.006,198.99,50.39,220.22,0.934,0.968,49.98,OK
1761727807.5836246,19.847,10.044,199.33,50.39,220.05,0.931,0.973,50.04,OK
1761727807.685169,19.836,10.15,201.33,50.39,219.89,0.947,0.967,50.05,OK
1761727807.7866247,19.847,10.147,201.4,50.39,220.1,0.968,0.945,50.03,OK
1761727807.8880606,19.846,9.995,198.37,50.39,219.6,0.944,0.957,49.97,OK
1761727807.9898772,19.824,10.177,201.75,50.39,219.81,0.945,0.971,50.03,OK
1761727808.0917222,19.813,10.108,200.27,50.39,219.7,0.937,0.973,49.98,OK
1761727808.1934,19.82,10.212,202.41,50.39,219.7,0.947,0.973,50.01,OK
1761727808.2950733,19.854,10.155,201.61,50.39,219.9,0.966,0.949,49.96,OK
1761727808.3963244,19.844,10.214,202.68,50.39,219.75,0.95,0.971,49.97,OK
1761727808.4980285,19.818,10.23,202.74,50.39,219.78,0.986,0.936,49.99,OK
1761727808.5998487,19.846,10.149,201.42,50.39,219.8,0.977,0.938,50.04,OK
1761727808.701658,19.861,10.044,199.48,50.39,220.21,0.936,0.968,50.0,OK
1761727808.8031716,19.813,10.174,201.58,50.39,220.24,0.947,0.966,50.0,OK
1761727808.9052916,19.888,10.166,202.17,50.39,219.87,0.975,0.943,50.01,OK
1761727809.0067487,19.876,10.192,202.57,50.39,219.72,0.995,0.927,49.95,OK
1761727809.1081545,19.868,10.211,202.87,50.39,220.11,0.978,0.942,50.01,OK
1761727809.209354,19.876,10.051,199.78,50.39,219.72,0.937,0.97,50.0,OK
1761727809.3113587,19.826,10.188,201.98,50.39,219.72,0.942,0.976,50.01,OK
1761727809.4127698,19.8,10.144,200.85,50.39,219.96,0.939,0.972,49.95,OK
1761727809.514871,19.811,10.191,201.89,50.39,220.19,0.992,0.925,50.01,OK
1761727809.6169949,19.8,10.136,200.68,50.39,219.71,0.947,0.964,50.01,OK
1761727809.7183526,19.811,10.253,203.12,50.39,219.7,0.986,0.938,49.97,OK
1761727809.8199332,19.857,10.273,203.99,50.39,219.84,0.996,0.932,49.95,OK
1761727809.9214506,19.837,10.239,203.11,50.39,220.36,0.983,0.938,50.01,OK
1761727810.023437,19.808,10.218,202.39,50.39,220.31,0.992,0.926,49.97,OK
1761727810.1250358,19.816,10.226,202.65,50.39,219.71,0.967,0.954,50.02,OK
1761727810.226947,19.84,10.204,202.45,50.39,220.13,0.992,0.927,50.0,OK
1761727810.3287518,19.804,10.196,201.92,50.39,220.03,0.944,0.972,50.04,OK
1761727810.4307423,19.82,10.227,202.7,50.39,219.7,0.97,0.951,50.02,OK
1761727810.5324137,19.815,10.18,201.71,50.39,219.81,0.95,0.966,50.03,OK
1761727810.6340787,19.819,10.265,203.45,50.39,220.4,0.985,0.937,50.04,OK
1761727810.7356164,19.819,10.263,203.41,50.39,219.93,0.97,0.953,49.99,OK
1761727810.837228,19.88,10.233,203.43,50.39,219.97,0.962,0.961,49.97,OK
1761727810.938841,19.808,10.183,201.71,50.39,219.6,0.956,0.961,49.99,OK
1761727811.0401125,19.888,10.21,203.07,50.39,219.95,0.987,0.935,49.96,OK
1761727811.142081,19.812,10.279,203.65,50.39,220.08,0.987,0.937,49.98,OK
1761727811.2432764,19.791,10.189,201.64,50.39,220.27,0.983,0.932,49.96,OK
1761727811.3448114,19.832,10.338,205.02,50.39,220.05,1.0,0.932,50.0,OK
1761727811.4465206,19.879,10.251,203.78,50.39,220.04,0.981,0.944,49.97,OK
1761727811.5478952,19.797,10.266,203.23,50.39,220.02,0.95,0.972,49.96,OK
1761727811.649351,19.874,10.308,204.86,50.39,219.99,0.97,0.96,50.01,OK
1761727811.750423,19.848,10.218,202.81,50.39,219.85,1.003,0.92,49.95,OK
1761727811.8521297,19.882,10.186,202.52,50.39,219.99,0.966,0.953,50.02,OK
1761727811.9538002,19.88,10.241,203.59,50.39,219.67,1.002,0.925,50.02,OK
1761727812.0552409,19.815,10.354,205.16,50.39,219.68,0.954,0.979,50.02,OK
1761727812.157099,19.859,10.264,203.84,50.39,220.26,0.992,0.933,50.04,OK
1761727812.2586813,19.865,10.193,202.48,50.39,219.7,0.985,0.935,50.0,OK
1761727812.3608425,19.857,10.326,205.04,50.39,220.06,0.952,0.979,49.96,OK
1761727812.4632614,19.845,10.246,203.33,50.39,219.78,0.988,0.937,50.02,OK
1761727812.5662315,19.804,10.303,204.03,50.39,220.38,0.964,0.961,50.0,OK
1761727812.6683772,19.812,10.269,203.44,50.39,220.09,0.964,0.959,49.98,OK
1761727812.7704036,19.89,10.253,203.94,50.39,220.06,0.949,0.976,50.02,OK
1761727812.8729477,19.793,10.396,205.77,50.39,220.39,0.986,0.947,49.95,OK
1761727812.9745538,19.799,10.212,202.2,50.39,220.19,0.954,0.962,49.96,OK
1761727813.077148,19.87,10.353,205.72,50.39,219.66,0.962,0.974,50.05,OK
1761727813.1791604,19.804,10.271,203.42,50.39,220.15,0.966,0.956,49.99,OK
1761727813.2809794,19.791,10.21,202.06,50.39,219.96,0.977,0.94,49.97,OK
1761727813.3824553,19.87,10.35,205.65,50.39,219.82,0.982,0.953,50.01,OK
1761727813.48405,19.861,10.347,205.51,50.39,219.78,0.958,0.976,50.01,OK
1761727813.585717,19.802,10.344,204.84,50.39,219.68,0.989,0.943,50.02,OK
1761727813.6875474,19.82,10.375,205.64,50.39,219.76,0.979,0.956,49.98,OK
1761727813.7891607,19.811,10.197,202.01,50.39,220.03,0.984,0.933,49.99,OK
1761727813.8908987,19.882,10.183,202.45,50.39,220.37,0.939,0.978,49.98,OK
1761727813.9924698,19.835,10.244,203.18,50.39,219.93,0.958,0.964,49.96,OK
1761727814.09401,19.807,10.348,204.97,50.39,220.3,1.009,0.922,50.0,OK
1761727814.195571,19.877,10.138,201.52,50.39,220.0,0.991,0.924,49.98,OK
1761727814.2972856,19.799,10.242,202.78,50.39,219.84,0.959,0.962,49.96,OK
1761727814.398658,19.885,10.147,201.77,50.39,220.33,0.977,0.938,50.04,OK
1761727814.5011072,19.813,10.2,202.1,50.39,220.28,0.98,0.936,49.98,OK
1761727814.602941,19.888,10.172,202.3,50.39,220.34,0.993,0.925,50.03,OK
1761727814.704314,19.872,10.284,204.37,50.39,219.6,0.983,0.946,50.02,OK
1761727814.805888,19.843,10.13,201.0,50.39,219.82,0.984,0.93,50.01,OK
1761727814.908069,19.813,10.311,204.3,50.39,219.77,0.972,0.956,50.0,OK
1761727815.0097482,19.813,10.201,202.12,50.39,220.36,0.952,0.963,50.04,OK
1761727815.1112113,19.791,10.254,202.94,50.39,219.83,0.993,0.929,50.04,OK
1761727815.212688,19.822,10.307,204.32,50.39,220.28,0.976,0.95,49.97,OK
1761727815.3140013,19.824,10.303,204.25,50.39,219.71,0.998,0.932,49.98,OK
1761727815.4156723,19.882,10.181,202.42,50.39,220.06,0.972,0.946,50.04,OK
1761727815.51736,19.802,10.112,200.25,50.39,220.16,0.972,0.936,49.96,OK
1761727815.619502,19.827,10.118,200.61,50.39,219.91,0.953,0.958,50.04,OK
1761727815.7210205,19.808,10.159,201.24,50.39,219.77,0.947,0.967,50.03,OK
1761727815.8225932,19.81,10.233,202.73,50.39,220.1,0.965,0.955,50.04,OK
1761727815.9243662,19.839,10.085,200.08,50.39,219.84,0.948,0.961,50.05,OK
1761727816.0263417,19.795,10.106,200.04,50.39,219.61,0.937,0.972,49.98,OK
1761727816.128705,19.88,10.058,199.95,50.39,219.66,0.989,0.921,50.01,OK
1761727816.2306223,19.887,10.027,199.41,50.39,220.12,0.94,0.964,50.04,OK
1761727816.3326018,19.819,10.222,202.58,50.39,220.26,0.97,0.948,50.02,OK
1761727816.4343762,19.872,10.156,201.82,50.39,220.37,0.95,0.964,50.01,OK
1761727816.536224,19.869,10.159,201.86,50.39,219.78,0.968,0.949,49.96,OK
1761727816.6380672,19.797,10.167,201.28,50.39,219.93,0.973,0.941,50.02,OK
1761727816.7406197,19.857,10.157,201.68,50.39,220.27,0.952,0.962,50.02,OK
1761727816.8422887,19.849,10.01,198.69,50.39,219.74,0.978,0.924,50.02,OK
1761727816.943911,19.865,10.077,200.18,50.39,220.1,0.951,0.956,50.03,OK
1761727817.0455017,19.85,10.117,200.83,50.39,220.23,0.96,0.95,50.03,OK
1761727817.1471162,19.805,10.19,201.82,50.39,220.06,0.981,0.935,49.99,OK
1761727817.249067,19.887,9.994,198.76,50.39,220.15,0.923,0.978,49.96,OK
1761727817.350555,19.831,10.087,200.03,50.39,219.7,0.986,0.923,50.0,OK
1761727817.4520283,19.819,10.13,200.77,50.39,219.71,0.991,0.923,50.02,OK
1761727817.554017,19.794,10.176,201.43,50.39,219.83,0.987,0.928,49.95,OK
1761727817.6558082,19.837,10.011,198.58,50.39,219.65,0.96,0.942,49.97,OK
1761727817.7581904,19.804,10.021,198.46,50.39,219.75,0.956,0.944,49.95,OK
1761727817.860803,19.887,10.014,199.16,50.39,220.0,0.936,0.967,49.97,OK
1761727817.9632568,19.845,10.115,200.73,50.39,220.39,0.96,0.948,49.97,OK
1761727818.0646186,19.801,10.074,199.47,50.39,219.88,0.931,0.974,50.02,OK
1761727818.166454,19.796,10.001,197.97,50.39,219.84,0.974,0.924,50.03,OK
1761727818.2683759,19.825,10.019,198.63,50.39,220.34,0.933,0.966,50.01,OK
1761727818.3700511,19.882,10.008,198.97,50.39,220.26,0.949,0.952,49.97,OK
1761727818.4721322,19.879,9.976,198.31,50.39,220.36,0.973,0.925,50.01,OK
